Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto
1990-01-01,280.81,333.27,295.67,306.22,250.0,95.15,285.66,275.79,282.04,227.09
1990-01-02,281.83,346.84,295.28,306.07,250.7,95.01,285.78,275.85,282.08,227.12
1990-01-03,282.85,0.61,294.69,305.88,251.41,94.88,285.89,275.91,282.11,227.15
1990-01-04,283.87,14.59,293.91,305.64,252.11,94.75,286.01,275.97,282.15,227.17
1990-01-05,284.89,28.77,292.95,305.37,252.82,94.62,286.13,276.02,282.19,227.2
1990-01-06,285.91,43.11,291.85,305.05,253.53,94.49,286.25,276.08,282.23,227.22
1990-01-07,286.93,57.57,290.63,304.69,254.23,94.36,286.37,276.14,282.27,227.25
1990-01-08,287.95,72.06,289.33,304.3,254.94,94.23,286.49,276.2,282.3,227.27
1990-01-09,288.97,86.49,287.99,303.87,255.65,94.1,286.61,276.26,282.34,227.3
1990-01-10,289.99,100.77,286.66,303.41,256.36,93.97,286.72,276.32,282.38,227.32
1990-01-11,291.0,114.8,285.38,302.91,257.07,93.85,286.84,276.38,282.42,227.34
1990-01-12,292.02,128.51,284.18,302.39,257.78,93.73,286.96,276.44,282.45,227.36
1990-01-13,293.04,141.86,283.09,301.84,258.49,93.6,287.08,276.5,282.49,227.39
1990-01-14,294.06,154.85,282.14,301.27,259.2,93.48,287.2,276.56,282.53,227.41
1990-01-15,295.08,167.5,281.34,300.69,259.91,93.37,287.31,276.61,282.57,227.43
1990-01-16,296.1,179.85,280.7,300.09,260.62,93.25,287.43,276.67,282.6,227.45
1990-01-17,297.11,191.97,280.22,299.48,261.33,93.14,287.55,276.73,282.64,227.47
1990-01-18,298.13,203.93,279.9,298.86,262.05,93.02,287.67,276.79,282.68,227.49
1990-01-19,299.15,215.8,279.73,298.24,262.76,92.91,287.78,276.84,282.71,227.51
1990-01-20,300.17,227.68,279.7,297.63,263.48,92.8,287.9,276.9,282.75,227.52
1990-01-21,301.19,239.63,279.81,297.03,264.19,92.7,288.02,276.96,282.79,227.54
1990-01-22,302.2,251.74,280.04,296.43,264.91,92.6,288.13,277.01,282.82,227.56
1990-01-23,303.22,264.04,280.39,295.86,265.62,92.49,288.25,277.07,282.86,227.57
1990-01-24,304.24,276.59,280.84,295.3,266.34,92.4,288.37,277.12,282.9,227.59
1990-01-25,305.26,289.42,281.39,294.77,267.06,92.3,288.48,277.18,282.93,227.6
1990-01-26,306.27,302.52,282.03,294.26,267.78,92.21,288.6,277.23,282.97,227.62
1990-01-27,307.29,315.9,282.74,293.78,268.5,92.11,288.71,277.29,283.0,227.63
1990-01-28,308.31,329.52,283.52,293.33,269.22,92.03,288.83,277.34,283.04,227.65
1990-01-29,309.32,343.34,284.37,292.92,269.93,91.94,288.94,277.39,283.07,227.66
1990-01-30,310.34,357.32,285.28,292.54,270.66,91.86,289.05,277.45,283.11,227.67
1990-01-31,311.35,11.42,286.24,292.2,271.38,91.78,289.17,277.5,283.14,227.68
1990-02-01,312.37,25.59,287.24,291.89,272.1,91.7,289.28,277.55,283.18,227.69
1990-02-02,313.38,39.79,288.3,291.63,272.82,91.63,289.39,277.6,283.21,227.7
1990-02-03,314.4,53.98,289.39,291.41,273.54,91.56,289.5,277.65,283.24,227.71
1990-02-04,315.41,68.12,290.52,291.23,274.26,91.49,289.61,277.71,283.28,227.72
1990-02-05,316.43,82.18,291.68,291.09,274.99,91.42,289.72,277.76,283.31,227.73
1990-02-06,317.44,96.11,292.88,290.99,275.71,91.36,289.83,277.81,283.34,227.74
1990-02-07,318.45,109.88,294.1,290.94,276.44,91.3,289.94,277.86,283.37,227.75
1990-02-08,319.46,123.45,295.36,290.92,277.16,91.25,290.05,277.9,283.41,227.75
1990-02-09,320.48,136.8,296.63,290.95,277.89,91.2,290.16,277.95,283.44,227.76
1990-02-10,321.49,149.88,297.94,291.01,278.61,91.15,290.27,278.0,283.47,227.76
1990-02-11,322.5,162.71,299.26,291.11,279.34,91.1,290.37,278.05,283.5,227.77
1990-02-12,323.51,175.27,300.61,291.26,280.07,91.06,290.48,278.09,283.53,227.77
1990-02-13,324.52,187.6,301.98,291.44,280.79,91.02,290.59,278.14,283.56,227.78
1990-02-14,325.53,199.73,303.37,291.65,281.52,90.99,290.69,278.19,283.59,227.78
1990-02-15,326.54,211.7,304.77,291.9,282.25,90.95,290.79,278.23,283.62,227.78
1990-02-16,327.55,223.6,306.2,292.19,282.98,90.92,290.9,278.28,283.65,227.79
1990-02-17,328.56,235.48,307.64,292.51,283.71,90.9,291.0,278.32,283.68,227.79
1990-02-18,329.57,247.42,309.1,292.86,284.44,90.87,291.1,278.36,283.71,227.79
1990-02-19,330.58,259.5,310.58,293.24,285.17,90.86,291.2,278.41,283.74,227.79
1990-02-20,331.59,271.81,312.08,293.65,285.9,90.84,291.3,278.45,283.77,227.79
1990-02-21,332.59,284.4,313.59,294.09,286.63,90.83,291.4,278.49,283.8,227.79
1990-02-22,333.6,297.33,315.12,294.55,287.37,90.82,291.5,278.53,283.82,227.78
1990-02-23,334.61,310.63,316.66,295.05,288.1,90.81,291.6,278.57,283.85,227.78
1990-02-24,335.62,324.3,318.23,295.57,288.83,90.81,291.69,278.61,283.88,227.78
1990-02-25,336.62,338.32,319.81,296.11,289.57,90.81,291.79,278.65,283.9,227.78
1990-02-26,337.63,352.61,321.4,296.68,290.3,90.81,291.88,278.69,283.93,227.77
1990-02-27,338.63,7.1,323.01,297.27,291.03,90.82,291.98,278.72,283.95,227.77
1990-02-28,339.64,21.67,324.64,297.88,291.77,90.83,292.07,278.76,283.98,227.76
1990-03-01,340.64,36.23,326.29,298.51,292.5,90.84,292.16,278.8,284.0,227.76
1990-03-02,341.65,50.68,327.95,299.16,293.24,90.86,292.25,278.83,284.03,227.75
1990-03-03,342.65,64.96,329.63,299.83,293.98,90.88,292.34,278.86,284.05,227.74
1990-03-04,343.65,79.02,331.33,300.52,294.71,90.91,292.43,278.9,284.07,227.74
1990-03-05,344.65,92.84,333.04,301.23,295.45,90.93,292.52,278.93,284.09,227.73
1990-03-06,345.65,106.42,334.78,301.95,296.19,90.96,292.61,278.96,284.12,227.72
1990-03-07,346.65,119.77,336.53,302.69,296.93,91.0,292.69,279.0,284.14,227.71
1990-03-08,347.65,132.91,338.3,303.45,297.66,91.03,292.78,279.03,284.16,227.7
1990-03-09,348.65,145.85,340.09,304.22,298.4,91.07,292.86,279.06,284.18,227.69
1990-03-10,349.65,158.59,341.9,305.01,299.14,91.12,292.94,279.09,284.2,227.68
1990-03-11,350.65,171.14,343.72,305.81,299.88,91.16,293.02,279.11,284.22,227.67
1990-03-12,351.65,183.52,345.57,306.62,300.62,91.21,293.1,279.14,284.24,227.66
1990-03-13,352.65,195.73,347.43,307.45,301.36,91.27,293.18,279.17,284.26,227.64
1990-03-14,353.64,207.79,349.32,308.29,302.1,91.32,293.26,279.19,284.28,227.63
1990-03-15,354.64,219.75,351.22,309.14,302.84,91.38,293.34,279.22,284.29,227.62
1990-03-16,355.64,231.63,353.14,310.0,303.58,91.44,293.41,279.24,284.31,227.6
1990-03-17,356.63,243.5,355.08,310.87,304.32,91.51,293.48,279.27,284.33,227.59
1990-03-18,357.63,255.41,357.03,311.76,305.07,91.57,293.56,279.29,284.34,227.57
1990-03-19,358.62,267.46,359.0,312.65,305.81,91.64,293.63,279.31,284.36,227.56
1990-03-20,359.61,279.71,0.99,313.56,306.55,91.72,293.7,279.33,284.37,227.54
1990-03-21,0.61,292.24,2.99,314.47,307.3,91.79,293.77,279.35,284.39,227.53
1990-03-22,1.6,305.14,5.0,315.39,308.04,91.87,293.84,279.37,284.4,227.51
1990-03-23,2.59,318.47,7.01,316.33,308.78,91.95,293.9,279.39,284.42,227.49
1990-03-24,3.58,332.25,9.04,317.27,309.53,92.04,293.97,279.41,284.43,227.48
1990-03-25,4.58,346.47,11.06,318.21,310.27,92.12,294.03,279.43,284.44,227.46
1990-03-26,5.57,1.07,13.09,319.17,311.02,92.21,294.09,279.44,284.45,227.44
1990-03-27,6.56,15.96,15.1,320.13,311.76,92.31,294.15,279.46,284.46,227.42
1990-03-28,7.55,30.98,17.11,321.1,312.51,92.4,294.21,279.47,284.47,227.4
1990-03-29,8.54,45.97,19.1,322.08,313.25,92.5,294.27,279.49,284.49,227.38
1990-03-30,9.52,60.8,21.06,323.06,314.0,92.6,294.33,279.5,284.49,227.36
1990-03-31,10.51,75.33,23.0,324.06,314.74,92.71,294.38,279.51,284.5,227.34
1990-04-01,11.5,89.52,24.9,325.05,315.49,92.81,294.44,279.52,284.51,227.32
1990-04-02,12.49,103.33,26.76,326.05,316.23,92.92,294.49,279.53,284.52,227.3
1990-04-03,13.47,116.78,28.57,327.06,316.98,93.03,294.54,279.54,284.53,227.28
1990-04-04,14.46,129.91,30.32,328.08,317.73,93.15,294.59,279.55,284.53,227.25
1990-04-05,15.44,142.77,32.01,329.09,318.47,93.26,294.64,279.56,284.54,227.23
1990-04-06,16.43,155.4,33.63,330.12,319.22,93.38,294.68,279.57,284.55,227.21
1990-04-07,17.41,167.84,35.18,331.15,319.96,93.5,294.73,279.57,284.55,227.19
1990-04-08,18.39,180.13,36.66,332.18,320.71,93.62,294.77,279.58,284.56,227.16
1990-04-09,19.37,192.3,38.05,333.22,321.46,93.75,294.81,279.58,284.56,227.14
1990-04-10,20.36,204.36,39.36,334.27,322.21,93.88,294.85,279.58,284.56,227.11
1990-04-11,21.34,216.33,40.57,335.31,322.95,94.01,294.89,279.59,284.57,227.09
1990-04-12,22.32,228.23,41.7,336.37,323.7,94.14,294.93,279.59,284.57,227.07
1990-04-13,23.3,240.1,42.73,337.42,324.45,94.27,294.96,279.59,284.57,227.04
1990-04-14,24.28,251.97,43.66,338.48,325.2,94.41,295.0,279.59,284.57,227.02
1990-04-15,25.26,263.88,44.5,339.55,325.94,94.55,295.03,279.59,284.57,226.99
1990-04-16,26.24,275.91,45.23,340.62,326.69,94.69,295.06,279.59,284.57,226.96
1990-04-17,27.21,288.12,45.86,341.69,327.44,94.83,295.09,279.58,284.57,226.94
1990-04-18,28.19,300.59,46.39,342.77,328.19,94.97,295.12,279.58,284.57,226.91
1990-04-19,29.17,313.41,46.82,343.85,328.94,95.12,295.14,279.58,284.57,226.89
1990-04-20,30.14,326.65,47.15,344.93,329.68,95.27,295.17,279.57,284.57,226.86
1990-04-21,31.12,340.36,47.37,346.01,330.43,95.42,295.19,279.56,284.57,226.83
1990-04-22,32.1,354.57,47.5,347.1,331.18,95.57,295.21,279.56,284.56,226.81
1990-04-23,33.07,9.23,47.52,348.2,331.93,95.73,295.23,279.55,284.56,226.78
1990-04-24,34.05,24.27,47.46,349.29,332.68,95.88,295.25,279.54,284.56,226.75
1990-04-25,35.02,39.52,47.3,350.39,333.42,96.04,295.27,279.53,284.55,226.73
1990-04-26,35.99,54.81,47.06,351.49,334.17,96.2,295.28,279.52,284.55,226.7
1990-04-27,36.97,69.94,46.73,352.59,334.92,96.36,295.29,279.51,284.54,226.67
1990-04-28,37.94,84.76,46.34,353.7,335.67,96.53,295.3,279.5,284.54,226.64
1990-04-29,38.91,99.16,45.88,354.81,336.41,96.69,295.31,279.49,284.53,226.62
1990-04-30,39.88,113.12,45.36,355.92,337.16,96.86,295.32,279.47,284.52,226.59
1990-05-01,40.86,126.62,44.8,357.03,337.91,97.03,295.33,279.46,284.51,226.56
1990-05-02,41.83,139.72,44.21,358.14,338.65,97.2,295.33,279.44,284.51,226.53
1990-05-03,42.8,152.48,43.58,359.26,339.4,97.37,295.34,279.43,284.5,226.5
1990-05-04,43.77,164.96,42.95,0.38,340.15,97.54,295.34,279.41,284.49,226.48
1990-05-05,44.73,177.23,42.32,1.5,340.89,97.72,295.34,279.4,284.48,226.45
1990-05-06,45.7,189.34,41.69,2.62,341.64,97.89,295.34,279.38,284.47,226.42
1990-05-07,46.67,201.35,41.09,3.75,342.38,98.07,295.33,279.36,284.46,226.39
1990-05-08,47.64,213.29,40.52,4.88,343.13,98.25,295.33,279.34,284.44,226.36
1990-05-09,48.6,225.19,39.98,6.01,343.87,98.43,295.32,279.32,284.43,226.33
1990-05-10,49.57,237.06,39.5,7.14,344.62,98.61,295.31,279.3,284.42,226.31
1990-05-11,50.54,248.94,39.07,8.27,345.36,98.8,295.3,279.28,284.41,226.28
1990-05-12,51.5,260.85,38.7,9.4,346.1,98.98,295.29,279.25,284.4,226.25
1990-05-13,52.47,272.83,38.4,10.54,346.85,99.17,295.28,279.23,284.38,226.22
1990-05-14,53.43,284.91,38.17,11.68,347.59,99.35,295.27,279.21,284.37,226.2
1990-05-15,54.4,297.16,38.01,12.82,348.33,99.54,295.25,279.18,284.35,226.17
1990-05-16,55.36,309.64,37.93,13.96,349.08,99.73,295.23,279.16,284.34,226.14
1990-05-17,56.32,322.43,37.92,15.1,349.82,99.92,295.21,279.13,284.32,226.11
1990-05-18,57.29,335.59,37.99,16.25,350.56,100.11,295.19,279.11,284.31,226.08
1990-05-19,58.25,349.19,38.14,17.39,351.3,100.31,295.17,279.08,284.29,226.06
1990-05-20,59.21,3.25,38.36,18.54,352.04,100.5,295.15,279.05,284.27,226.03
1990-05-21,60.18,17.78,38.66,19.69,352.78,100.7,295.12,279.02,284.26,226.0
1990-05-22,61.14,32.7,39.03,20.84,353.52,100.9,295.09,279.0,284.24,225.98
1990-05-23,62.1,47.89,39.47,21.99,354.26,101.09,295.06,278.97,284.22,225.95
1990-05-24,63.06,63.19,39.98,23.14,355.0,101.29,295.03,278.94,284.2,225.92
1990-05-25,64.02,78.4,40.56,24.3,355.74,101.49,295.0,278.91,284.18,225.9
1990-05-26,64.98,93.36,41.2,25.45,356.47,101.69,294.97,278.88,284.17,225.87
1990-05-27,65.94,107.93,41.91,26.61,357.21,101.9,294.94,278.84,284.15,225.84
1990-05-28,66.9,122.04,42.68,27.77,357.95,102.1,294.9,278.81,284.13,225.82
1990-05-29,67.86,135.67,43.51,28.93,358.68,102.3,294.86,278.78,284.11,225.79
1990-05-30,68.82,148.85,44.4,30.09,359.41,102.51,294.82,278.75,284.09,225.77
1990-05-31,69.78,161.64,45.34,31.25,0.15,102.71,294.78,278.71,284.06,225.74
1990-06-01,70.74,174.11,46.35,32.41,0.88,102.92,294.74,278.68,284.04,225.72
1990-06-02,71.7,186.33,47.4,33.57,1.61,103.13,294.7,278.65,284.02,225.69
1990-06-03,72.66,198.38,48.51,34.73,2.34,103.34,294.66,278.61,284.0,225.67
1990-06-04,73.61,210.32,49.67,35.9,3.07,103.54,294.61,278.58,283.98,225.64
1990-06-05,74.57,222.2,50.89,37.07,3.8,103.75,294.56,278.54,283.96,225.62
1990-06-06,75.53,234.07,52.15,38.23,4.53,103.96,294.52,278.5,283.93,225.6
1990-06-07,76.48,245.95,53.46,39.4,5.26,104.18,294.47,278.47,283.91,225.57
1990-06-08,77.44,257.89,54.82,40.57,5.98,104.39,294.42,278.43,283.89,225.55
1990-06-09,78.4,269.9,56.23,41.74,6.71,104.6,294.36,278.39,283.86,225.53
1990-06-10,79.35,282.01,57.69,42.91,7.43,104.81,294.31,278.36,283.84,225.51
1990-06-11,80.31,294.26,59.2,44.08,8.16,105.03,294.26,278.32,283.82,225.49
1990-06-12,81.26,306.67,60.75,45.25,8.88,105.24,294.2,278.28,283.79,225.46
1990-06-13,82.22,319.29,62.35,46.43,9.6,105.46,294.15,278.24,283.77,225.44
1990-06-14,83.17,332.17,64.0,47.6,10.32,105.67,294.09,278.2,283.74,225.42
1990-06-15,84.13,345.36,65.69,48.78,11.04,105.89,294.03,278.17,283.72,225.4
1990-06-16,85.08,358.9,67.43,49.95,11.76,106.11,293.97,278.13,283.69,225.38
1990-06-17,86.04,12.83,69.21,51.13,12.48,106.32,293.91,278.09,283.67,225.36
1990-06-18,86.99,27.15,71.04,52.31,13.19,106.54,293.85,278.05,283.64,225.34
1990-06-19,87.95,41.8,72.91,53.49,13.91,106.76,293.79,278.01,283.62,225.32
1990-06-20,88.9,56.72,74.83,54.67,14.62,106.98,293.73,277.97,283.59,225.31
1990-06-21,89.86,71.77,76.78,55.85,15.33,107.2,293.66,277.93,283.56,225.29
1990-06-22,90.81,86.79,78.77,57.03,16.04,107.42,293.6,277.89,283.54,225.27
1990-06-23,91.77,101.64,80.8,58.21,16.75,107.64,293.53,277.85,283.51,225.25
1990-06-24,92.72,116.18,82.87,59.4,17.46,107.86,293.47,277.81,283.49,225.24
1990-06-25,93.68,130.32,84.96,60.58,18.17,108.08,293.4,277.77,283.46,225.22
1990-06-26,94.63,144.03,87.07,61.77,18.87,108.3,293.33,277.73,283.43,225.2
1990-06-27,95.58,157.3,89.21,62.95,19.58,108.52,293.26,277.69,283.41,225.19
1990-06-28,96.54,170.17,91.37,64.14,20.28,108.75,293.2,277.65,283.38,225.17
1990-06-29,97.49,182.7,93.54,65.32,20.98,108.97,293.13,277.6,283.35,225.16
1990-06-30,98.45,194.95,95.72,66.51,21.68,109.19,293.06,277.56,283.32,225.15
1990-07-01,99.4,207.0,97.9,67.7,22.37,109.41,292.99,277.52,283.3,225.13
1990-07-02,100.35,218.93,100.08,68.89,23.07,109.64,292.91,277.48,283.27,225.12
1990-07-03,101.31,230.8,102.25,70.08,23.76,109.86,292.84,277.44,283.24,225.11
1990-07-04,102.26,242.68,104.42,71.27,24.45,110.08,292.77,277.4,283.22,225.1
1990-07-05,103.21,254.61,106.57,72.46,25.14,110.31,292.7,277.36,283.19,225.08
1990-07-06,104.17,266.64,108.7,73.65,25.83,110.53,292.63,277.32,283.16,225.07
1990-07-07,105.12,278.8,110.81,74.84,26.52,110.76,292.55,277.28,283.14,225.06
1990-07-08,106.07,291.11,112.9,76.04,27.2,110.98,292.48,277.24,283.11,225.05
1990-07-09,107.03,303.61,114.97,77.23,27.89,111.2,292.41,277.2,283.08,225.04
1990-07-10,107.98,316.29,117.01,78.43,28.57,111.43,292.33,277.16,283.06,225.04
1990-07-11,108.93,329.19,119.02,79.62,29.25,111.65,292.26,277.12,283.03,225.03
1990-07-12,109.89,342.33,121.0,80.82,29.92,111.88,292.19,277.08,283.0,225.02
1990-07-13,110.84,355.71,122.96,82.01,30.6,112.1,292.11,277.04,282.97,225.01
1990-07-14,111.79,9.35,124.88,83.21,31.27,112.33,292.04,277.01,282.95,225.01
1990-07-15,112.75,23.26,126.77,84.41,31.94,112.55,291.96,276.97,282.92,225.0
1990-07-16,113.7,37.42,128.64,85.61,32.61,112.77,291.89,276.93,282.89,224.99
1990-07-17,114.65,51.81,130.47,86.81,33.28,113.0,291.82,276.89,282.87,224.99
1990-07-18,115.61,66.37,132.27,88.01,33.94,113.22,291.74,276.85,282.84,224.98
1990-07-19,116.56,81.01,134.04,89.21,34.6,113.45,291.67,276.81,282.82,224.98
1990-07-20,117.52,95.65,135.78,90.42,35.26,113.67,291.59,276.78,282.79,224.98
1990-07-21,118.47,110.16,137.48,91.62,35.92,113.9,291.52,276.74,282.76,224.97
1990-07-22,119.43,124.45,139.16,92.82,36.57,114.12,291.45,276.7,282.74,224.97
1990-07-23,120.38,138.44,140.81,94.03,37.23,114.34,291.38,276.67,282.71,224.97
1990-07-24,121.34,152.08,142.43,95.23,37.87,114.57,291.3,276.63,282.69,224.97
1990-07-25,122.29,165.35,144.01,96.44,38.52,114.79,291.23,276.6,282.66,224.97
1990-07-26,123.25,178.25,145.57,97.65,39.16,115.01,291.16,276.56,282.64,224.97
1990-07-27,124.21,190.82,147.09,98.85,39.8,115.24,291.09,276.53,282.61,224.97
1990-07-28,125.16,203.11,148.59,100.06,40.44,115.46,291.02,276.49,282.59,224.97
1990-07-29,126.12,215.19,150.05,101.27,41.08,115.68,290.95,276.46,282.56,224.97
1990-07-30,127.07,227.13,151.48,102.48,41.71,115.9,290.88,276.43,282.54,224.97
1990-07-31,128.03,239.01,152.88,103.69,42.34,116.12,290.81,276.39,282.52,224.98
1990-08-01,128.99,250.91,154.25,104.9,42.97,116.35,290.74,276.36,282.49,224.98
1990-08-02,129.94,262.88,155.58,106.11,43.59,116.57,290.67,276.33,282.47,224.98
1990-08-03,130.9,275.0,156.88,107.33,44.21,116.79,290.6,276.3,282.45,224.99
1990-08-04,131.86,287.3,158.15,108.54,44.83,117.01,290.54,276.27,282.42,224.99
1990-08-05,132.81,299.83,159.38,109.75,45.44,117.23,290.47,276.24,282.4,225.0
1990-08-06,133.77,312.61,160.57,110.97,46.05,117.45,290.41,276.21,282.38,225.01
1990-08-07,134.73,325.65,161.72,112.18,46.66,117.67,290.34,276.18,282.36,225.01
1990-08-08,135.69,338.94,162.84,113.4,47.26,117.88,290.28,276.15,282.34,225.02
1990-08-09,136.65,352.46,163.91,114.61,47.86,118.1,290.22,276.12,282.31,225.03
1990-08-10,137.61,6.2,164.95,115.83,48.46,118.32,290.15,276.1,282.29,225.04
1990-08-11,138.56,20.11,165.94,117.05,49.05,118.54,290.09,276.07,282.27,225.05
1990-08-12,139.52,34.17,166.88,118.27,49.64,118.75,290.03,276.04,282.25,225.06
1990-08-13,140.48,48.33,167.77,119.49,50.23,118.97,289.98,276.02,282.23,225.07
1990-08-14,141.44,62.56,168.61,120.71,50.81,119.18,289.92,276.0,282.21,225.08
1990-08-15,142.41,76.82,169.4,121.93,51.39,119.4,289.86,275.97,282.19,225.09
1990-08-16,143.37,91.06,170.13,123.15,51.96,119.61,289.81,275.95,282.17,225.1
1990-08-17,144.33,105.25,170.8,124.37,52.53,119.83,289.75,275.93,282.16,225.11
1990-08-18,145.29,119.31,171.41,125.6,53.09,120.04,289.7,275.9,282.14,225.13
1990-08-19,146.25,133.2,171.95,126.82,53.65,120.25,289.65,275.88,282.12,225.14
1990-08-20,147.22,146.88,172.42,128.04,54.21,120.46,289.6,275.86,282.1,225.15
1990-08-21,148.18,160.28,172.82,129.27,54.76,120.67,289.55,275.84,282.09,225.17
1990-08-22,149.14,173.4,173.13,130.5,55.31,120.88,289.5,275.82,282.07,225.18
1990-08-23,150.11,186.23,173.37,131.72,55.85,121.09,289.45,275.8,282.05,225.2
1990-08-24,151.07,198.76,173.51,132.95,56.39,121.3,289.4,275.79,282.04,225.21
1990-08-25,152.04,211.05,173.57,134.18,56.92,121.51,289.36,275.77,282.02,225.23
1990-08-26,153.0,223.13,173.53,135.4,57.45,121.72,289.32,275.75,282.01,225.25
1990-08-27,153.97,235.07,173.39,136.63,57.97,121.92,289.27,275.74,281.99,225.27
1990-08-28,154.93,246.94,173.15,137.86,58.49,122.13,289.23,275.72,281.98,225.28
1990-08-29,155.9,258.83,172.82,139.09,59.0,122.33,289.19,275.71,281.97,225.3
1990-08-30,156.86,270.81,172.38,140.32,59.51,122.53,289.16,275.7,281.95,225.32
1990-08-31,157.83,282.97,171.84,141.55,60.01,122.73,289.12,275.69,281.94,225.34
1990-09-01,158.8,295.36,171.2,142.79,60.5,122.94,289.08,275.67,281.93,225.36
1990-09-02,159.77,308.05,170.48,144.02,60.99,123.14,289.05,275.66,281.92,225.38
1990-09-03,160.73,321.07,169.67,145.25,61.48,123.33,289.02,275.65,281.91,225.41
1990-09-04,161.7,334.44,168.8,146.48,61.95,123.53,288.99,275.64,281.9,225.43
1990-09-05,162.67,348.14,167.87,147.72,62.43,123.73,288.96,275.64,281.89,225.45
1990-09-06,163.64,2.12,166.9,148.95,62.89,123.92,288.93,275.63,281.88,225.47
1990-09-07,164.61,16.32,165.92,150.19,63.35,124.12,288.91,275.62,281.87,225.5
1990-09-08,165.58,30.65,164.93,151.42,63.8,124.31,288.88,275.62,281.86,225.52
1990-09-09,166.55,45.02,163.97,152.66,64.25,124.5,288.86,275.61,281.85,225.54
1990-09-10,167.52,59.36,163.06,153.9,64.69,124.7,288.84,275.61,281.85,225.57
1990-09-11,168.5,73.61,162.21,155.13,65.12,124.89,288.82,275.61,281.84,225.59
1990-09-12,169.47,87.73,161.46,156.37,65.55,125.07,288.8,275.6,281.83,225.62
1990-09-13,170.44,101.7,160.81,157.61,65.96,125.26,288.78,275.6,281.83,225.65
1990-09-14,171.42,115.51,160.29,158.85,66.37,125.45,288.77,275.6,281.82,225.67
1990-09-15,172.39,129.15,159.91,160.09,66.78,125.63,288.75,275.6,281.82,225.7
1990-09-16,173.37,142.61,159.67,161.33,67.17,125.82,288.74,275.6,281.81,225.73
1990-09-17,174.34,155.89,159.59,162.57,67.56,126.0,288.73,275.6,281.81,225.76
1990-09-18,175.32,168.97,159.67,163.81,67.94,126.18,288.72,275.61,281.81,225.78
1990-09-19,176.29,181.83,159.91,165.06,68.31,126.36,288.72,275.61,281.8,225.81
1990-09-20,177.27,194.47,160.31,166.3,68.67,126.53,288.71,275.61,281.8,225.84
1990-09-21,178.25,206.88,160.86,167.54,69.02,126.71,288.71,275.62,281.8,225.87
1990-09-22,179.23,219.09,161.55,168.78,69.36,126.89,288.7,275.63,281.8,225.9
1990-09-23,180.21,231.13,162.39,170.03,69.7,127.06,288.7,275.63,281.8,225.93
1990-09-24,181.19,243.03,163.36,171.27,70.02,127.23,288.71,275.64,281.8,225.96
1990-09-25,182.17,254.88,164.45,172.52,70.34,127.4,288.71,275.65,281.8,225.99
1990-09-26,183.15,266.73,165.65,173.76,70.65,127.57,288.71,275.66,281.8,226.03
1990-09-27,184.13,278.67,166.94,175.01,70.94,127.73,288.72,275.67,281.8,226.06
1990-09-28,185.11,290.79,168.32,176.25,71.23,127.9,288.73,275.68,281.8,226.09
1990-09-29,186.09,303.18,169.78,177.5,71.5,128.06,288.74,275.69,281.81,226.12
1990-09-30,187.07,315.91,171.31,178.74,71.77,128.22,288.75,275.71,281.81,226.16
1990-10-01,188.06,329.05,172.89,179.99,72.02,128.38,288.76,275.72,281.81,226.19
1990-10-02,189.04,342.62,174.51,181.24,72.27,128.54,288.78,275.73,281.82,226.22
1990-10-03,190.02,356.62,176.18,182.48,72.5,128.7,288.79,275.75,281.82,226.26
1990-10-04,191.01,10.99,177.87,183.73,72.72,128.85,288.81,275.77,281.83,226.29
1990-10-05,191.99,25.63,179.59,184.98,72.93,129.0,288.83,275.78,281.84,226.33
1990-10-06,192.98,40.43,181.32,186.23,73.13,129.15,288.85,275.8,281.84,226.36
1990-10-07,193.96,55.22,183.07,187.47,73.32,129.3,288.87,275.82,281.85,226.4
1990-10-08,194.95,69.9,184.83,188.72,73.5,129.45,288.9,275.84,281.86,226.43
1990-10-09,195.94,84.36,186.59,189.97,73.66,129.59,288.92,275.86,281.87,226.47
1990-10-10,196.92,98.54,188.35,191.22,73.81,129.74,288.95,275.88,281.87,226.5
1990-10-11,197.91,112.44,190.11,192.47,73.94,129.88,288.98,275.9,281.88,226.54
1990-10-12,198.9,126.05,191.87,193.72,74.07,130.01,289.01,275.93,281.89,226.58
1990-10-13,199.89,139.41,193.63,194.97,74.18,130.15,289.04,275.95,281.91,226.61
1990-10-14,200.88,152.53,195.38,196.22,74.28,130.28,289.08,275.98,281.92,226.65
1990-10-15,201.87,165.45,197.12,197.47,74.36,130.42,289.11,276.0,281.93,226.69
1990-10-16,202.87,178.19,198.85,198.73,74.43,130.54,289.15,276.03,281.94,226.72
1990-10-17,203.86,190.75,200.57,199.98,74.48,130.67,289.19,276.05,281.95,226.76
1990-10-18,204.85,203.15,202.29,201.23,74.52,130.8,289.23,276.08,281.97,226.8
1990-10-19,205.84,215.39,203.99,202.48,74.55,130.92,289.27,276.11,281.98,226.84
1990-10-20,206.84,227.47,205.68,203.73,74.56,131.04,289.31,276.14,281.99,226.88
1990-10-21,207.83,239.43,207.37,204.99,74.56,131.16,289.36,276.17,282.01,226.92
1990-10-22,208.83,251.29,209.04,206.24,74.54,131.27,289.41,276.2,282.02,226.95
1990-10-23,209.82,263.09,210.71,207.49,74.51,131.39,289.45,276.23,282.04,226.99
